id,is_iceberg
5941774d,0.00286810752004385
4023181e,0.7133009433746338
b20200e4,0.9999966621398926
e7f018bb,0.9977413415908813
4371c8c3,0.002491773571819067
a8d9b1fd,0.6585387587547302
29e7727e,0.0006452026427723467
92a51ffb,0.9997380375862122
c769ac97,6.917209860457518e-13
aee0547d,2.922536859604777e-31
565b28ac,8.014450365243283e-21
e04e9775,0.47336050868034363
8e8161d1,5.678216228509553e-15
4cf4d256,0.6087484955787659
139e5324,2.6524199370214774e-07
f156976f,0.050638485699892044
68a117cc,0.7576300501823425
d9aa7a56,0.7758064866065979
9005b143,0.904578685760498
5f6d3988,0.3891027569770813
9ad70954,0.04035934433341026
b9087b9e,0.09965770691633224
a39a1427,0.2767353653907776
82fbe8ed,0.078663669526577
1fae4879,0.0
6dd8f13d,0.00108334980905056
bbad5958,0.08724911510944366
54527583,0.009969225153326988
be8fa29c,0.7485912442207336
81a3328f,0.9997358918190002
1a3c0ab3,0.9999923706054688
4deeeb8b,0.7096905708312988
ac6d5632,0.09332849830389023
472dadb5,0.01508705411106348
96093f95,0.8422890901565552
f5b4e3df,0.22567427158355713
e01a3c92,1.3123522268898569e-09
001680af,0.00017245741037186235
8e639f33,0.3815394937992096
a2c16612,0.6952741146087646
a6d76474,9.997988672694191e-05
19c47684,0.38907450437545776
015827b6,0.9816272854804993
7df7f7ce,0.0012570470571517944
0bbf1a3f,0.6230267882347107
636cfbb7,0.9250701069831848
7370030a,0.9949420094490051
43aa97ad,2.6845159656669705e-20
ba2b5e63,0.999754011631012
dfdd335b,0.14554817974567413
e79b13dc,3.579233090467149e-11
dc32b195,0.056143868714571
6d868590,0.999669075012207
75fa59aa,0.6307652592658997
ffe50836,0.38694676756858826
a7bfd784,0.8969846963882446
b3d569e3,0.00013391493121162057
6c538c5b,0.00015368031745310873
5c7c15f4,0.00026302257901988924
0b745139,0.0004935362958349288
fd14608e,0.3792853355407715
f0bc8305,0.9999964237213135
a10ccb28,0.9999788999557495
543304c7,0.7797949910163879
6c3a4078,0.0
9b73cc75,0.999976396560669
5c6c71b1,0.0006423162412829697
09ee9186,0.42999720573425293
207c35cf,0.6492732763290405
153c813e,1.0
5605d58b,0.6539674401283264
642ca396,0.00398045452311635
d32d72c0,0.2017320990562439
16646a17,0.918707013130188
384074af,0.4730373024940491
69bf1e8c,0.7710500359535217
9e90a054,0.5223018527030945
89dbe7f7,0.9999997615814209
dbd27d22,0.03146163001656532
a2ea1561,0.5739848017692566
d63402af,0.564324140548706
1ac8bb92,0.9998359680175781
8beffca5,4.6922574256313965e-05
46741f3e,0.920331597328186
e5ee6aa7,0.18456265330314636
5ecd892b,0.6611948609352112
69892166,4.529587252959305e-24
2f725a81,0.014633364975452423
810abfe4,3.444265894358978e-05
e6f973e6,0.32903921604156494
c60a5c46,0.6470194458961487
c42b9e08,0.03978274390101433
c3f00c23,0.0018133034463971853
5307fdb8,0.9989811778068542
3e4f005e,9.509922733741405e-07
4a4cc2e0,0.3209080994129181
9bdd88d1,0.0
0d832bed,0.005839628167450428
14a134fa,0.0809117779135704
78a41676,0.609032154083252
0bd4658e,0.31009918451309204
4a311bb0,0.8344080448150635
f939c817,1.0
956adc4d,0.26980191469192505
f8a119f5,0.7396081686019897
61faa1ad,0.047725554555654526
6725eb3e,0.3502826988697052
17b3a8fd,4.802146122528939e-06
49a88dfc,1.585296338646458e-08
2d6ec645,0.34070533514022827
0d4d77ba,0.5199747085571289
3ee672a2,0.9999986886978149
738b41fd,0.10951543599367142
f7fb320d,0.5556032657623291
b42fad18,0.0
4ab8b00a,0.4297041893005371
f7870f2b,0.3775350749492645
4978666a,0.5519396662712097
f1b0d6c7,3.8789910877202126e-16
5642407f,0.00322503549978137
36d4ff92,0.9963527917861938
4139aba2,0.5810642838478088
7585ce58,0.6340228319168091
33e25984,0.999860405921936
ac46f3c9,0.8366361260414124
fc34a5b8,0.832664430141449
85c36a8f,0.748083770275116
b2d8a426,0.6566647291183472
13ec60d1,0.5243765115737915
9d440f42,0.2131708711385727
1c0a891e,0.6719958186149597
981c3bc3,0.9999973773956299
295604f4,0.6943690180778503
16ca16c3,0.0071067605167627335
b4dda837,0.6487663984298706
88d088ef,4.5412913429743185e-09
1b4fa160,0.6747614145278931
f371bd82,8.83632219483843e-06
b130a0b7,0.9764585494995117
ebf1de82,0.07961603999137878
01e651c3,0.00010789018415380269
51b1fecc,0.2078997641801834
fa635a31,0.9890359044075012
97b7d789,3.0058054107939824e-06
2f598053,3.4829041396733373e-05
c0e3e148,0.629318356513977
cfa175a8,0.07575520128011703
3d7e09d8,0.9794818758964539
44a13d1b,0.28823989629745483
c66b0948,0.27794843912124634
976a6d64,8.706469573072084e-11
8bbd8909,0.25843581557273865
522890fd,0.5329078435897827
f23a3b95,0.740644633769989
680039dc,0.8785807490348816
93028e53,0.6424495577812195
22a16932,0.8679901957511902
7d8126d2,0.019705859944224358
ba2ecd75,0.0
8071bdd7,0.6156211495399475
96d5aeee,9.28936197488726e-31
154be68f,0.6730214357376099
d8c2bfe2,0.9732992053031921
f76d47b0,0.8020555973052979
0e781ade,0.11335695534944534
13cf6060,0.0
cd99f710,0.45157143473625183
d10005bb,0.012746759690344334
3a31445f,0.9245206713676453
3157202d,0.368147075176239
6ee64703,0.9580798745155334
e5de8685,0.023017749190330505
02cc70ba,0.5189065933227539
50984a87,0.6202104687690735
fa94957a,0.9987437129020691
eab406b4,0.7711147665977478
3ad39398,0.06738657504320145
9ecf3802,0.9977783560752869
6048ae7b,0.0
9dc68871,1.5121350151018635e-19
13701465,0.17125682532787323
8d8779f3,9.723445659748364e-11
0712f269,0.21476492285728455
722c2597,3.015560635802768e-24
478a2b08,0.6492531895637512
38f5fb41,0.7791728973388672
c52ad74d,1.0
0c85fd09,2.740715099254864e-26
f1582cba,0.5960128307342529
ff836697,0.6245294213294983
ddfe4802,0.3474745750427246
3cef3bc7,0.9930493831634521
6a21542b,0.48745131492614746
150e23c4,0.9997658133506775
078c6d99,0.8616673946380615
1dcd1dc3,0.9955127835273743
39967e45,0.5843698978424072
6b6333aa,1.0
4ae61433,0.32499587535858154
f96362e0,0.1978144645690918
97a88aac,0.6760979294776917
427ae8ce,0.09072399884462357
209d4b15,0.8540715575218201
64b453bd,0.0
0f5a484e,0.8885754346847534
5ac74969,0.9955831170082092
736ed43e,0.6664731502532959
8533795f,0.9044358134269714
f5b54fb6,0.07547912746667862
6eb4c041,0.14557839930057526
97afdf42,0.8525681495666504
1bb488db,0.9992325305938721
f132e44d,0.15264765918254852
d3c2f140,0.49832218885421753
1756794d,0.5476704239845276
9efcc11f,2.1486311549107453e-16
14c966cf,0.5870813131332397
59cfe4d1,0.2987198829650879
883151f4,1.0
34c4c9ff,0.6472901701927185
70b4c2eb,0.5434697866439819
96a337d9,0.5693842768669128
7fe89ffa,0.10075494647026062
057c7a22,1.961722278001836e-33
451cc057,0.41750475764274597
05076700,7.267043973520581e-36
dc52f6c1,0.16473707556724548
b03a59f9,0.0001770021626725793
129ed4b0,0.5990718007087708
fb611563,0.9999915361404419
ac32e6f1,0.5305976271629333
c05c5ab0,0.6419437527656555
3163d5ed,1.9253810023656115e-05
02096ca4,0.9635943174362183
e92496c0,1.1379286490864615e-07
1a9e2c50,0.9247499108314514
0864e334,0.6895403265953064
d976faeb,0.35236018896102905
1d7b342f,0.27859196066856384
281bc1ea,2.0617822673221492e-32
bea9f0cf,0.5328665971755981
f4afa0e6,0.0
e1b5ef69,0.6327614188194275
b50539fd,0.00025012283003889024
2a8c9c15,0.6473530530929565
157ebb0c,0.9462078809738159
247d3614,0.09204336255788803
0c6cc0cb,0.5376277565956116
aae88d39,0.929391622543335
0c77b464,0.0024846841115504503
963cf5ea,0.028914643451571465
1b371d8b,0.0014423286775127053
225bc00f,0.0
bc0a4eec,1.2352832527540158e-05
1099782e,0.9762696623802185
a18feadd,0.919554591178894
ad7f4932,0.19095103442668915
5f8f831e,0.21420839428901672
b5167c35,0.5635412335395813
0230b06d,0.6121702194213867
f8d7f7ba,0.33659660816192627
08bd1053,9.079577267812056e-08
58e4dc8c,0.866497278213501
4793ce8e,0.6222915053367615
304caab4,0.0
f2ee6d7f,0.6292717456817627
e1f9c0e4,0.7237606048583984
8e40401c,0.9913922548294067
5d9eaba2,0.6462753415107727
55e7562c,4.872517456533387e-05
9da6cb4b,0.0
c3c1c8ec,0.0
3b38698e,0.41146230697631836
6c9eb909,0.0414745919406414
482a3d1d,0.7474233508110046
0e9918f0,0.6105511784553528
ef894fd2,0.00018257643387187272
4b82e7f7,0.9990656971931458
b9cdd7fb,0.0
94a496f4,1.2838391739933286e-05
995eacae,0.6237216591835022
41b02e58,0.9631685614585876
69f04617,0.0009901681914925575
c889a03c,0.9351717233657837
91f98acf,0.996679425239563
9135c19f,0.9999997615814209
1f0e9c09,1.4958908526643328e-29
260d6e8e,0.9969639182090759
46334397,0.007047549355775118
f34ddf31,2.4118778583215317e-06
4d6177d7,0.6313639283180237
76a57270,0.6720012426376343
217b8cea,0.19631703197956085
9a45a566,0.020896095782518387
1b55c75e,0.0
7bd92ec6,0.9999474287033081
6c409f41,0.819693922996521
df3e48eb,0.002423581201583147
62723e57,7.948296598669913e-08
b8e627bf,0.2449713796377182
86bb5d85,0.5727766752243042
77e5034c,5.995225205168708e-09
607079e5,0.7206223011016846
96879fb4,0.911078929901123
6afe606d,0.9709857702255249
4129802f,0.4109457731246948
